Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,MSigDB_Hallmark_2020__UV Response Dn,-0.4023992654648297,-1.4700256649381074,0.0,0.017966787901186866,0.171,63/139,16.09%,CAP2;MMP16;APBB2;PRKAR2B;ZMIZ1;AMPH;SYNJ2;SNAI2;SCAF8;CDON;IGF1R;COL5A2;PDLIM5;YTHDC1;COL1A2;SDC2;IGFBP5;KCNMA1;PMP22;SFMBT1;RGS4;PLCB4;INPP4B;CACNA1A;MAP2K5;TGFBR3;DYRK1A;NOTCH2;DLG1;COL1A1;COL11A1;COL3A1;AGGF1;ARHGEF9;MIOS;BCKDHB;PHF3;PDGFRB;ATRN;CDKN1B;PTEN;BHLHE40;ATRX;RUNX1;GCNT1;IRS1;NIPBL;BMPR1A;GJA1;MYC;WDR37;AKT3;MAP1B;MRPS31;KALRN;ERBB2;RND3;MAGI2;PRDM2;CDK13;SLC7A1;NR1D2;RXRA
prerank,MSigDB_Hallmark_2020__Glycolysis,0.39573306539367664,1.4549532530310176,0.005119453924914676,0.015235945545602031,0.244,70/198,14.67%,GAL3ST1;SLC16A3;ADORA2B;MET;B3GNT3;HS6ST2;LHX9;CAPN5;ENO1;GALE;EGFR;VEGFA;TGFA;CHST12;QSOX1;SPAG4;CLDN9;PFKP;ISG20;CHST2;MERTK;CHST6;SDC1;PAM;GPC4;GALK1;MIOX;NT5E;CHST4;ALDOB;RRAGD;AGRN;CTH;ME1;P4HA2;TPST1;ELF3;CHPF2;IDH1;G6PD;ENO2;B3GAT1;PGK1;HOMER1;ANGPTL4;TPI1;SLC37A4;GLRX;TALDO1;TKTL1;IGFBP3;PKM;P4HA1;HSPA5;NOL3;TGFBI;SRD5A3;CYB5A;IRS2;PPP2CB;RBCK1;DDIT4;GPR87;ANKZF1;SLC25A13;IDUA;B4GALT7;LDHA;PGAM1;CITED2
prerank,MSigDB_Hallmark_2020__Unfolded Protein Response,-0.4020687309945369,-1.416172416964743,0.024830699774266364,0.027803443284363547,0.271,49/107,17.75%,STC2;XBP1;SLC1A4;TATDN2;DCP2;EXOC2;DNAJA4;HSPA9;CNOT4;PARN;TTC37;DDX10;NHP2;NFYB;CNOT6;ALDH18A1;CEBPG;SDAD1;IFIT1;NFYA;EIF2AK3;NOP56;EIF4A3;NOLC1;EEF2;NPM1;WIPI1;KIF5B;WFS1;EIF2S1;CNOT2;ATF6;EXOSC10;MTHFD2;SPCS1;LSM1;DCTN1;SEC31A;XPOT;FUS;EXOSC9;SRPRB;TUBB2A;DKC1;SLC30A5;EXOSC2;NOP14;EIF4A2;IMP3
prerank,MSigDB_Hallmark_2020__DNA Repair,-0.37862209988028966,-1.3974472300802299,0.009216589861751152,0.03138615057676317,0.321,60/148,19.47%,POLA1;RAE1;POLH;ARL6IP1;ADCY6;DDB1;UMPS;GTF2H5;DCTN4;IMPDH2;MPC2;CSTF3;NCBP2;ERCC1;XPC;ERCC4;BRF2;RFC3;GTF2F1;NELFCD;PDE4B;LIG1;NME4;PCNA;SRSF6;CANT1;GTF2H1;POLR3C;POLB;DUT;NFX1;RFC5;POLR2G;RFC4;TP53;PRIM1;SF3A3;RAD51;ERCC5;SMAD5;GTF3C5;NUDT21;POLR2A;ZWINT;POLD3;FEN1;POLR2K;RFC2;POLA2;VPS37D;RNMT;CETN2;DGCR8;ZNF707;NME3;RAD52;REV3L;VPS28;SUPT4H1;POLR1D
prerank,MSigDB_Hallmark_2020__mTORC1 Signaling,0.3755868395070927,1.3749728146376758,0.011764705882352941,0.03408040450989928,0.486,59/195,14.58%,CTSC;STARD4;LTA4H;ENO1;SKAP2;LGMN;TUBA4A;BCAT1;SLC6A6;FADS1;IFI30;NAMPT;TXNRD1;ITGB2;CFP;TES;SDF2L1;FKBP2;PSAT1;SLC7A11;MAP2K3;CORO1A;SLA;SC5D;EDEM1;SLC2A3;CTH;LDLR;PPP1R15A;NFKBIB;ME1;NFIL3;ATP2A2;IDH1;RIT1;CYB5B;G6PD;HMBS;PGM1;PGK1;CALR;TPI1;SLC37A4;GLRX;GSR;PNP;ACTR3;P4HA1;CDKN1A;HSPA5;PPA1;TMEM97;ARPC5L;EBP;DDIT4;DAPP1;SQSTM1;PDK1;LDHA
prerank,MSigDB_Hallmark_2020__UV Response Up,0.3824563839765322,1.3749651369644296,0.01353637901861252,0.03237638428440432,0.486,43/154,11.66%,LYN;ICAM1;BMP2;CXCL2;RRAD;BTG3;AQP3;RAB27A;MAOA;ONECUT1;C4BPB;ALAS1;TUBA4A;CCND3;GPX3;NFKBIA;GLS;FURIN;ARRB2;EPCAM;IL6;HYAL2;TST;MGAT1;HLA-F;BAK1;SOD2;CYB5B;SLC6A12;ENO2;KCNH2;EPHX1;IRF1;HMOX1;CCK;JUNB;NR4A1;TAP1;SLC25A4;CDC34;STK25;MRPL23;CHRNA5
prerank,MSigDB_Hallmark_2020__TGF-beta Signaling,0.4494109162480489,1.3695624046397048,0.04684684684684685,0.03246707443646147,0.497,25/54,19.46%,BMP2;ID1;SMURF1;NOG;FURIN;SMURF2;TGFB1;SMAD6;PPP1R15A;NCOR2;JUNB;TJP1;PPP1CA;SPTBN1;LEFTY2;ID3;IFNGR2;SMAD3;SERPINE1;CDK9;ACVR1;ENG;WWTR1;CDKN1C;TGIF1
prerank,MSigDB_Hallmark_2020__Apical Junction,0.3512512094261392,1.2972325184419735,0.03041144901610018,0.06098706611861723,0.744,47/194,10.69%,ICAM4;ICAM1;ICAM5;RHOF;MPZL2;ITGA3;CLDN18;LAMB3;CDH15;SKAP2;EGFR;MSN;LAMC2;CD274;SYK;RAC2;CLDN9;CNN2;ADAM9;ALOX15B;MVD;CLDN5;IKBKG;CLDN6;ICAM2;CD209;CRB3;SRC;MAPK13;GNAI1;TSPAN4;CLDN7;CLDN4;PTPRC;CD86;KCNH2;ACTB;SLC30A3;RRAS;TRAF1;VASP;INPPL1;ARPC2;TJP1;ITGA9;PBX2;PDZD3
prerank,MSigDB_Hallmark_2020__Apical Surface,-0.420111552503897,-1.282983972676105,0.09565217391304348,0.0870533651878935,0.667,17/43,14.24%,GATA3;SULF2;RTN4RL1;LYPD3;GAS1;GSTM3;ADIPOR2;TMEM8B;THY1;APP;SRPX;NCOA6;SLC2A4;SLC22A12;AFAP1L2;ATP8B1;AKAP7
prerank,MSigDB_Hallmark_2020__Myogenesis,-0.33574809258907423,-1.2720677035691001,0.036057692307692304,0.08854599772090302,0.698,57/198,13.28%,STC2;CACNG1;MYL7;KCNH1;ACTA1;REEP1;ADAM12;SH3BGR;APLNR;EPHB3;COL15A1;CRYAB;APOD;MB;CASQ1;CAMK2B;SPDEF;TPD52L1;SPARC;FST;ITGB5;EFS;CRAT;MYOG;SSPN;SORBS1;AGL;COL6A2;COL1A1;AKT2;SGCD;SPEG;COL3A1;APP;CDH13;AEBP1;SPHK1;CLU;TNNT3;SPTAN1;COL6A3;ATP6AP1;TAGLN;MRAS;CD36;SLC6A8;BHLHE40;FOXO4;PVALB;DTNA;FGF2;MYH8;ERBB3;SORBS3;PPP1R3C;CASQ2;MYH4
prerank,MSigDB_Hallmark_2020__Angiogenesis,0.4445816876114028,1.2533422804285423,0.13595706618962433,0.08607481192746365,0.867,15/36,11.27%,APOH;TNFRSF21;PF4;VEGFA;CXCL6;SLCO2A1;LRPAP1;NRP1;S100A4;PDGFA;OLR1;PGLYRP1;VTN;TIMP1;THBD
prerank,MSigDB_Hallmark_2020__Androgen Response,-0.3563060369513065,-1.2301267016219017,0.10344827586206896,0.11940427792663773,0.818,27/96,7.85%,AZGP1;ZMIZ1;ELOVL5;TPD52;ACSL3;UAP1;SPDEF;SORD;BMPR1B;PDLIM5;CAMKK2;ACTN1;NKX3-1;IQGAP2;HOMER2;XRCC5;INPP4B;KLK3;SMS;NGLY1;RAB4A;APPBP2;DBI;KLK2;GNAI3;MAP7;KRT19
prerank,MSigDB_Hallmark_2020__KRAS Signaling Dn,-0.31779666991663097,-1.2150524942241285,0.05647058823529412,0.1264436847454495,0.846,44/194,10.77%,EFHD1;TFAP2B;SOX10;CELSR2;CALML5;CACNG1;GP2;CPB1;FGF16;SHOX2;TENM2;PAX3;LYPD3;CNTFR;KRT5;ZNF112;SLC38A3;COL2A1;ATP6V1B1;THRB;BMPR1B;SIDT1;NRIP2;NUDT11;DTNB;ASB7;CLDN8;YBX2;GAMT;RGS11;KCNE2;TLX1;ARPP21;COPZ2;CPEB3;SLC29A3;CLPS;ARHGDIG;PROP1;KRT15;CCDC106;INSL5;ADRA2C;BARD1
prerank,MSigDB_Hallmark_2020__Protein Secretion,-0.3492014929224502,-1.2133041805503137,0.1111111111111111,0.12142607820793166,0.85,36/95,16.06%,NAPA;TPD52;ATP6V1B1;ARFGEF2;GOLGA4;SSPN;AP3B1;CLCN3;COPB2;DNM1L;SCAMP1;ARFGEF1;SOD1;VPS45;VPS4B;AP2B1;COG2;ATP6V1H;GNAS;OCRL;AP2M1;DST;MON2;PPT1;ZW10;GLA;RAB2A;COPB1;SEC22B;SEC31A;ARFIP1;LAMP2;RAB14;AP2S1;CLTC;RAB5A
prerank,MSigDB_Hallmark_2020__Spermatogenesis,-0.33126865644373055,-1.2098666256024226,0.08068459657701711,0.11839065926851686,0.859,59/133,23.14%,STRBP;GSTM3;HSPA2;NPY5R;SYCP1;CCT6B;CNIH2;PEBP1;HSPA1L;PHF7;IFT88;ART3;CLGN;MAST2;YBX2;SLC12A2;TOPBP1;GSG1;PIAS2;TSN;IP6K1;MAP7;OAZ3;COIL;HOXB1;RAD17;SPATA6;RFC4;NEFH;NEK2;TTK;ZC3H14;VDAC3;SIRT1;PARP2;DMC1;PRKAR2A;EZH2;MTOR;MLLT10;PGK2;CDK1;JAM3;SNAP91;CDKN3;CST8;IDE;RPL39L;PAPOLB;THEG;DBF4;NCAPH;CCNB2;BRAF;HSPA4L;CHRM4;GRM8;KIF2C;LDHC
prerank,MSigDB_Hallmark_2020__Hedgehog Signaling,0.41509964503128405,1.1806242561355726,0.22659176029962547,0.14989948508147,0.974,8/36,5.55%,SHH;ETS2;ACHE;VEGFA;PLG;PTCH1;NRP1;DPYSL2
prerank,MSigDB_Hallmark_2020__Bile Acid Metabolism,-0.3319780066371437,-1.1734149521243125,0.13990825688073394,0.1508292525177862,0.923,33/112,10.32%,AR;PEX11A;ALDH9A1;LIPE;PEX7;EPHX2;SERPINA6;CROT;ISOC1;LONP2;BBOX1;RETSAT;SLC29A1;PEX19;DIO2;AKR1D1;DIO1;ABCD3;HACL1;NEDD4;SOD1;GNMT;PEX12;RBP1;BCAR3;IDH2;PEX1;SLC27A5;ABCA2;ALDH8A1;NUDT12;SOAT2;GNPAT
prerank,MSigDB_Hallmark_2020__PI3K/AKT/mTOR  Signaling,0.3346064930280216,1.1285458723101858,0.21691176470588236,0.21478874232912462,0.994,32/104,14.20%,RPS6KA3;SFN;EGFR;RPS6KA1;NOD1;GNA14;PRKCB;IL2RG;MAP2K3;MKNK1;SLA;LCK;TNFRSF1A;NFKBIB;RIT1;CALR;GNGT1;DUSP3;CAB39;ACTR3;CDKN1A;IL4;PPP1CA;FASLG;NGF;FGF17;ATF1;DAPP1;ARPC3;SQSTM1;PFN1;PDK1
prerank,MSigDB_Hallmark_2020__Fatty Acid Metabolism,0.310784771446877,1.118986733336527,0.21465968586387435,0.22011546329102938,0.996,36/156,9.92%,HSD17B11;ACSL5;HPGD;MAOA;ALDH3A1;ACSM3;ACSL4;INMT;S100A10;ODC1;CBR1;ALDH1A1;MGLL;ADH7;PPARA;CPOX;ERP29;ALDH3A2;ACADL;CD1D;CA4;ME1;GABARAPL1;ADH1C;ACADS;IDH1;VNN1;ENO2;EPHX1;G0S2;ACOT8;NTHL1;CRYZ;IL4I1;AADAT;SDHD
prerank,MSigDB_Hallmark_2020__Pperoxisome,-0.303995650069765,-1.0656903355930405,0.3031674208144796,0.3212448797314362,0.996,35/104,15.20%,PEX11A;ALDH9A1;ELOVL5;ABCC8;SEMA3C;HAO2;CRABP2;EPHX2;SERPINA6;ISOC1;SMARCC1;LONP2;CRABP1;RETSAT;CRAT;SLC25A17;ECI2;DIO1;ERCC1;ABCD3;SOD1;VPS4B;ALB;ABCC5;IDH2;GNPAT;MSH2;HSD11B2;CDK7;PEX5;GSTK1;ITGB1BP1;PEX11B;DLG4;ABCB9
prerank,MSigDB_Hallmark_2020__Notch Signaling,0.35602825646400416,0.9841090928598063,0.4875239923224568,0.4871975735345983,1.0,5/32,6.10%,FZD5;PRKCA;DTX4;DTX2;PPARD
prerank,MSigDB_Hallmark_2020__Pancreas Beta Cells,-0.3282288867156996,-0.9673878461938286,0.5030674846625767,0.5529134083139442,1.0,14/40,12.96%,DCX;ABCC8;NKX6-1;ELP4;PAX6;SRP9;SYT13;SCGN;NKX2-2;SRP14;MAFB;INSM1;AKT3;SPCS1
prerank,MSigDB_Hallmark_2020__Wnt-beta Catenin Signaling,-0.27912121703298354,-0.8547364345569957,0.7195876288659794,0.8462533493486094,1.0,11/42,14.45%,HEY2;LEF1;HDAC11;WNT6;JAG1;MAML1;HDAC2;MYC;TP53;CUL1;FZD1
